city,company_id,salary_from,employment,schedule,experience,key_skills,specializations
г Москва,1942336,40000,full,fullDay,noExperience,,17.256 17.535 17.24 17.52 12.18 15.391
г Москва,1942336,50000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Москва,1942336,50000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Москва,1942336,50000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
"г Петрозаводск, р-н Зарека",1942336,34000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Москва,1942336,30000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
деревня Брехово,1942336,30000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Зеленоград,1942336,30000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Москва,1942336,30000,full,shift,noExperience,,17.256 17.231 17.535 17.24 17.52 2.102
г Екатеринбург,1942336,26000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Екатеринбург,1942336,22000,full,fullDay,between1And3,,17.256 17.535 17.24 17.52 12.18 15.391
г Екатеринбург,1942336,25000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
Воскресенск,208707,40000,full,fullDay,between1And3,,17.256 17.417 17.52
г Екатеринбург,1942336,25000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Екатеринбург,1942336,25000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Екатеринбург,1942336,35000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
Бийск,2725242,18000,full,fullDay,between1And3,,17.256 17.196 17.324
Сыктывкар,1942330,22100,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Нижний Тагил,66212,35000,full,fullDay,between1And3,,17.443 17.302 17.324 17.183
unknown,213192,18000,full,fullDay,noExperience,,29.541 29.495
Свободный,1432137,25000,full,shift,noExperience,,5.219 5.126 2.179 17.149 15.389 15.346
unknown,3529,26000,full,fullDay,between1And3,,5.219 5.224 5.371
unknown,2222045,1700,full,fullDay,moreThan6,,20.325
unknown,5184,70000,full,flexible,between1And3,,13.587 13.131
Мытищи,3372452,35000,full,fullDay,between3And6,,7.267 7.503 29.552
Ульяновск,49357,21700,full,shift,noExperience,,17.256 17.183 17.52 15.389
unknown,571465,40000,full,fullDay,between1And3,,18.142 18.208 18.81 18.568
unknown,571465,40000,full,fullDay,between1And3,,18.142 18.208 18.81 18.568
unknown,571465,40000,full,fullDay,between1And3,,18.142 18.208 18.81 18.568
unknown,571465,40000,full,fullDay,between1And3,,18.142 18.208 18.81 18.568
Пенза,988733,20000,full,fullDay,noExperience,,15.237 15.146 18.174 18.208 13.432 13.228
Минск,1922141,650,full,fullDay,between3And6,,2.43 2.335 2.464 2.337 2.468
unknown,576526,35000,full,fullDay,between1And3,,21.136 21.74 18.73
unknown,44495,30000,full,shift,noExperience,,17.256 17.183 17.535 17.44 17.52 15.391
unknown,213192,24000,full,shift,noExperience,,17.183 17.24 17.52
Кострома,393,23000,full,shift,between1And3,,18.143
Каменск-Уральский,66212,35000,full,fullDay,between1And3,,17.443 17.302 17.324 17.183
unknown,958883,500,full,fullDay,noExperience,,17.443 17.256 17.183 17.52 15.389
Астана,27306,120000,full,shift,noExperience,,29.588 29.553 18.174 18.29
Ярославль,578072,25000,full,shift,between1And3,,17.256 17.149 17.183 17.535 17.52 2.102
unknown,1485409,150000,full,shift,between1And3,,18.81 18.57
unknown,743734,1000,full,fullDay,between1And3,,17.446 17.196 20.287
Нижний Новгород,196621,26500,full,fullDay,between1And3,,17.302
Томск,3011666,30000,full,shift,noExperience,,13.155 13.229
Москва,3585139,41300,full,fullDay,between1And3,,22.204 17.256 17.231 17.535
село Сынково,4280257,40000,full,shift,noExperience,,18.208 18.33
Новосибирск,1162058,45000,full,fullDay,between1And3,,3.209 3.23 3.8 3.328
Санкт-Петербург,2849900,40000,full,fullDay,between1And3,,21.12 21.17 21.481 21.53 21.136 21.506
unknown,3529,19000,part,fullDay,noExperience,,5.257 5.195
unknown,1451030,20000,full,fullDay,noExperience,,17.242 17.196 17.149 17.538
Москва,54966,40000,full,fullDay,noExperience,,17.302 17.149 17.183 4.181 15.389 15.391
unknown,9520,170000,full,fullDay,between3And6,,17.15 17.401 17.242
Новороссийск,3578789,40000,full,shift,between1And3,,21.69
Москва,3585139,32200,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389 2.102
unknown,3529538,15000,full,shift,between1And3,,29.51
unknown,1151563,30000,full,fullDay,noExperience,,29.495 21.176 21.564 21.506
г Краснодар,1942330,27000,full,fullDay,between1And3,,17.256
Москва,3585139,34400,full,fullDay,noExperience,,15.389 15.391 17.183 17.231 17.535 17.24
Москва,55440,40000,full,shift,noExperience,,17.302 17.256 17.242 17.324 17.535 17.44
unknown,132656,40000,full,fullDay,between1And3,,13.22 13.578
unknown,4192060,67500,full,flyInFlyOut,noExperience,,15.237 15.388
Санкт-Петербург,2630471,60000,full,fullDay,between3And6,,21.292 21.53 21.136
unknown,1016198,40000,full,fullDay,between1And3,,17.242
Москва,54966,40000,full,fullDay,noExperience,,17.242 17.149 17.183 17.538 12.18
unknown,2651809,1300,full,fullDay,between1And3,,29.588
unknown,600256,20000,full,fullDay,noExperience,,19.108 19.19
unknown,169611,60000,full,fullDay,between3And6,,22.329
unknown,4079511,24000,full,shift,between1And3,,18.153
Мытищи,552315,60000,full,fullDay,between1And3,,17.443 17.302 17.196 17.149
unknown,1419273,40000,full,fullDay,noExperience,,29.545 21.563 21.564
unknown,1419273,40000,full,fullDay,noExperience,,29.545 21.563 21.564
Москва,3585139,41300,full,fullDay,between1And3,,17.256 17.231 17.535 21.564
Нижний Новгород,35404,20000,full,shift,noExperience,,18.16
Санкт-Петербург,2753344,40000,full,fullDay,between1And3,,3.236 3.318 3.148 3.23 3.328 3.9
Омск,143368,25000,full,fullDay,between1And3,,18.81 18.245 18.73 26.437
,17663,42000,full,fullDay,between1And3,,21.17 21.482 21.506
unknown,4728,30000,full,shift,between1And3,,17.443 17.256 17.242 17.44 17.52
Анапа,2638651,26000,full,shift,between1And3,,29.588
Барнаул,3661296,50000,full,fullDay,between1And3,,17.418
unknown,4079511,34000,full,shift,between3And6,,18.153
Ижевск,1965993,25000,full,fullDay,between1And3,,1.203 1.27 1.82 1.211 1.295 29.581
Москва,3585139,41300,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 2.102
unknown,91643,25000,full,shift,between1And3,,2.43 2.335 2.463 2.469 2.102 17.52
Москва,1250899,45000,full,flyInFlyOut,noExperience,,15.237 18.208 29.545 29.517 21.563 21.564
Уфа,1201368,40000,full,flexible,noExperience,,5.126 5.177 5.371 17.623 17.149 17.52
Пермь,4934,31000,full,flexible,noExperience,,1.211 1.277 12.18 4.181 4.278 15.391
Санкт-Петербург,2626064,40000,full,fullDay,between3And6,,18.143
unknown,2476133,25000,full,fullDay,between1And3,,4.332 9.226 9.115
Анапа,2638651,27000,full,shift,between1And3,,22.491 22.204 22.353 22.35
unknown,1419273,44000,full,fullDay,noExperience,,29.545 29.517 21.563 21.564
Жлобин,785809,1000,full,shift,between3And6,,13.155 13.229
unknown,2476133,30000,full,fullDay,between1And3,,17.751 17.149 17.231
unknown,30637,40000,full,fullDay,between1And3,,29.56 29.515
Москва,3585139,32200,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389 2.102
Владивосток,80,55000,full,fullDay,between1And3,,5.219 5.126 5.224
Реутов,163625,120000,full,fullDay,between3And6,,20.396 20.287 20.233 29.581
unknown,4596194,35000,full,fullDay,between1And3,,4.429 4.255 4.374 17.256 17.149
Пермь,4934,43000,full,fullDay,noExperience,,1.172 1.225 15.388 15.389 4.278 17.538
unknown,1947314,100000,full,fullDay,between1And3,,1.27 1.327 8.356
Курган,1612956,25000,full,fullDay,between1And3,,20.573 20.83 20.233 2.249 2.425
Калининград,2812402,30000,full,fullDay,between1And3,,20.528 29.162
Екатеринбург,44272,40000,full,fullDay,between1And3,,25.381 25.386 1.27 1.295 1.89 29.56
Владимир,1223472,35000,full,fullDay,between1And3,,6.319 17.256 17.242 17.324 17.535 17.44
unknown,4918,40000,full,fullDay,between1And3,,17.242 17.149
Самара,3109721,40000,full,fullDay,between1And3,,7.14 7.222 17.15
unknown,1157928,50000,full,fullDay,between1And3,,18.348 18.129 17.401 17.196 17.44 17.538
unknown,3681511,65900,full,flyInFlyOut,noExperience,,29.556 29.495 29.512 29.545 29.517 21.564
unknown,54802,40007,full,fullDay,between1And3,,21.481 21.136 21.506
unknown,52839,60000,full,shift,between1And3,,7.222 17.15 17.256 17.149 17.52
unknown,18506,53130,full,fullDay,between1And3,,11.157 11.62 3.151 3.4 17.44
Москва,3585139,32200,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389 2.102
станица Даховская,1680323,30000,full,shift,between3And6,,22.491
unknown,49357,47400,full,shift,between1And3,,17.59 17.256 17.231 17.535 17.24 4.338
unknown,2748,14000,full,fullDay,noExperience,,20.396 20.49 29.56 29.515 29.581
unknown,1157928,50000,full,fullDay,between1And3,,18.348 18.129 17.401 17.196 17.44 17.538
Санкт-Петербург,30151,50000,full,fullDay,between1And3,,17.269 17.397 17.446 17.417 17.242 17.196
Сосновый Бор,54794,20000,full,shift,between1And3,,17.334 17.256 17.44 17.52
Москва,1208812,45000,full,fullDay,between1And3,,22.248 22.504
г Санкт-Петербург,1942330,30000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Комсомольск-на-Амуре,80,40000,full,fullDay,between1And3,,17.65 17.66 17.149 17.535 3.148
Смоленск,3592,25000,full,shift,noExperience,,17.256 17.535 17.52
unknown,2775188,20000,full,shift,noExperience,,29.495
unknown,210776,15000,full,shift,between1And3,,17.256 17.44 17.52
,1189345,1090,full,fullDay,moreThan6,,18.129 20.325 20.233
unknown,1455820,25000,full,fullDay,between3And6,,17.417
Омск,214625,20000,full,shift,between1And3,,21.563
Москва,988073,42600,full,fullDay,between1And3,,20.396 20.287 20.49 29.51 29.162 29.552
unknown,3045607,65000,full,flyInFlyOut,between1And3,,10.191 10.54 10.47 10.472
Москва,17862,80000,full,fullDay,between1And3,,17.397
Москва,199361,38000,full,shift,noExperience,,21.275 21.563 21.564
Москва,3585139,32200,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389 2.102
,44495,28000,full,shift,noExperience,,15.389 15.391 17.183 17.44 17.52
Санкт-Петербург,924205,40000,full,shift,between1And3,,22.193 22.518 22.329
Санкт-Петербург,54794,24000,full,shift,between1And3,,17.334 17.256 17.44 17.52
unknown,533,42000,full,fullDay,noExperience,,17.256 17.535 17.52
unknown,86243,25000,full,fullDay,noExperience,,17.269 17.256 17.242 17.358 17.231 17.52
Москва,27583,38000,full,fullDay,between1And3,,4.429
Уфа,1223472,35000,full,fullDay,between1And3,,6.319 17.256 17.242 17.324 17.535 17.44
Санкт-Петербург,2389443,50000,full,shift,between1And3,,7.267
Москва,102441,50750,full,fullDay,noExperience,,13.155 13.131 13.228
Москва,66212,50000,full,shift,noExperience,,17.443 17.242 17.52 11.62
unknown,3545491,50000,full,fullDay,between1And3,,13.155
Санкт-Петербург,2884578,60000,full,shift,between1And3,,13.155 24.377
unknown,17759,35000,full,fullDay,between1And3,,22.204 22.175 29.556 29.588
unknown,17759,35000,full,fullDay,between1And3,,22.204 22.175 29.556 29.588
Санкт-Петербург,1806474,50000,full,fullDay,between3And6,,18.373
поселок Адлер,1024356,28000,full,fullDay,between3And6,,13.587 13.398 13.131
Санкт-Петербург,1111042,20000,full,shift,noExperience,,15.388 15.313 4.181
Москва,1481848,60000,full,fullDay,between1And3,,2.43 2.463 2.469 5.42
Владимир,3229515,20000,full,flexible,between1And3,,22.223 22.39 22.199 17.242 17.306 17.149
Минск,1077311,1000,full,fullDay,noExperience,,21.563
Казань,678852,45000,full,fullDay,between3And6,,20.445 20.287 20.527 20.528 20.83 20.387
unknown,56319,25000,full,fullDay,between1And3,,29.51 29.162
unknown,49357,27700,full,shift,between1And3,,17.59 17.256 17.231 17.535 17.24 4.338
Красноярск,399,32000,full,fullDay,between1And3,,21.176 21.17 21.481 21.53 21.136
unknown,2433796,100000,full,fullDay,between1And3,,20.287 20.83 20.387 20.325
unknown,2433796,100000,full,fullDay,between1And3,,20.287 20.83 20.387 20.325
unknown,2433796,100000,full,fullDay,between1And3,,20.287 20.83 20.387 20.325
unknown,2433796,100000,full,fullDay,between1And3,,20.287 20.83 20.387 20.325
unknown,2433796,100000,full,fullDay,between1And3,,20.287 20.83 20.387 20.325
unknown,924205,22000,full,shift,noExperience,,22.175 22.193 15.313
Нижний Новгород,178647,50000,full,fullDay,between3And6,,21.17 21.482 21.506
unknown,172161,25000,full,fullDay,noExperience,,21.563
Москва,3585139,41300,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 2.102
unknown,56319,40000,full,shift,between3And6,,18.208
Тольятти,1157883,27000,full,shift,between1And3,,17.256 8.202
Иркутск,1700257,50000,full,fullDay,between1And3,,17.417 17.149
Оренбург,66212,35000,full,fullDay,between1And3,,17.443 17.183
Воронеж,80932,15000,full,fullDay,noExperience,,4.494
Новосибирск,188621,35000,full,shift,between1And3,,21.275 21.563 21.564
Москва,59183,35000,full,shift,noExperience,,4.47 4.32 4.181 13.433 13.185 15.146
Екатеринбург,2166709,50000,full,fullDay,between1And3,,18.142 18.153 29.547
unknown,758509,1000,full,fullDay,between1And3,,18.143 29.583
Воронеж,3443,65000,full,fullDay,between3And6,,20.287
unknown,1870181,80000,full,fullDay,between3And6,,20.7
Москва,2235818,35000,full,fullDay,between1And3,,23.12
Минск,2860376,600,full,fullDay,between3And6,,6.336
поселок Адлер,1024356,28000,full,flexible,between3And6,,13.587 13.398
Минск,2412203,650,full,fullDay,between1And3,,21.17 21.136 21.506
unknown,414894,40000,full,shift,noExperience,,17.59 17.231 17.52
unknown,2507171,100000,full,fullDay,noExperience,,21.482 21.506 4.52
Москва,4577330,70000,full,fullDay,between3And6,,17.417
поселок Самохваловичи,1897741,500,full,fullDay,between1And3,,18.81 18.201
unknown,147024,30000,full,fullDay,noExperience,,17.256 17.535 17.52
unknown,2841880,22000,full,shift,between1And3,,22.193 22.329
Москва,660126,200000,full,fullDay,between1And3,,20.2
Севастополь,1738559,19000,full,shift,between1And3,,13.155
Казань,4620,20000,full,fullDay,noExperience,,17.256 17.535 17.52
unknown,2537115,18000,full,flexible,noExperience,,17.111 17.256 17.149 17.183 17.52 15.389
Екатеринбург,588177,16500,full,shift,noExperience,,29.495
Березники,66212,35000,full,fullDay,between1And3,,17.443 17.183
Иркутск,1700257,32000,full,shift,between1And3,,17.751 17.256 17.196
Воронеж,4718505,40000,full,fullDay,between1And3,,17.443 17.256 17.196 17.538
unknown,39014,40000,full,fullDay,noExperience,,13.22 13.578
Костанай,3425634,90000,full,fullDay,noExperience,,13.131
unknown,393,22000,full,fullDay,between1And3,,29.517
Ростов-на-Дону,58478,25000,full,flexible,noExperience,,29.556 29.495 29.513 29.517 29.581 15.308
unknown,4443843,20000,full,fullDay,noExperience,,4.47 4.278 4.264 23.182
Пермь,66212,35000,full,fullDay,between1And3,,17.443 17.183
unknown,3979756,70000,full,fullDay,between3And6,,20.287
unknown,4192060,54450,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564
Нижний Новгород,678395,30000,full,fullDay,between1And3,,21.275 21.563
Москва,201221,100000,full,fullDay,between3And6,,20.396 20.287 20.527 20.83 20.325 20.233
,44495,28000,full,flexible,between1And3,,12.18 17.183 17.44 17.52
